// n = 80, k = 60, seed = 9527, # of sigma = 20, # of algorithms = 3
BCH5 SpecOrth logarithm	Newton Algorithm	Hybrid Algorithm
80	60	9527	20	3
0.1	0.2789473684210526	0.45789473684210524	0.6368421052631579	0.8157894736842105	0.9947368421052631	1.1736842105263159	1.3526315789473684	1.5315789473684212	1.7105263157894737	1.8894736842105264	2.068421052631579	2.2473684210526317	2.4263157894736844	2.6052631578947367	2.7842105263157895	2.963157894736842	3.142105263157895	3.3210526315789473	3.5

BCH5 SpecOrth logarithm
3854325	3865842	3925048	5851391	5886833	5901772	7776959	8034587	9992443	10035459	12187596	13869181	16434756	20879497	32834640	90368882	399408435	115556461	143117441	290615314
4084410	4136697	5971966	6089654	6026782	6188137	8169936	8170298	10366305	10323817	12557029	14608160	19173015	26999853	45184549	211843353	157033046	285022120	105657055	121332541
3906050	4023364	4109752	6197007	6194899	6228419	8208008	8461342	10238340	10258607	12336232	14579913	18768073	25002316	38677478	128446419	79515804	216548157	252643671	203529457
3992701	4001387	3977688	5928445	6101778	6114022	8178376	8026926	10186597	10086686	12566251	14789003	17444600	21575697	29252692	53006847	128583760	194056496	171668257	210417297
3866409	3896398	3926630	5766030	5771466	5746192	7595588	7597084	9354825	9399906	11332611	13229551	15583643	21543699	31555579	76688933	84025430	224970693	129484159	168828125
3790203	3895948	3901041	5820415	5889304	5986210	7866590	7917301	7922009	9595543	11466082	11683223	15710689	20097105	37108420	196272650	121351763	797367450	267697052	122258306
4079618	4197992	4173012	6078133	6185590	6252361	8263073	8249357	8157908	10347101	12277589	14426792	17711368	22655389	34033868	98881519	117924927	530676106	107184382	113973925
3878577	3909107	4014726	5968843	5958028	5923452	7894418	7908771	9758635	9773859	11526320	13563865	15679743	20009567	28878375	57777576	164262932	119241883	273610246	287313155
4021393	4015532	4137635	6099568	6163307	6162290	8040708	8092198	8306192	10393970	12333031	15397866	17172149	21573827	30944280	127134182	195222822	248816663	153358755	199311400
4166440	4237162	6056344	5929595	5941870	6058003	8420520	8331292	10247236	10532571	12115589	14154000	19074960	26060333	42985495	376647547	470733434	259722338	98276054	186815188
3842710	3896842	3891936	5801563	5728060	5879389	8040471	7902252	10069790	10088309	12031375	14078429	18463665	25391113	45802632	491728820	96953324	198420148	243180464	178635313
3866496	3930766	3955425	6131090	6180532	6237100	8135476	7916400	7695283	10005808	10064268	12229644	14707051	18459653	24825366	42200278	257530593	977504675	265995045	302493802
3769827	3819523	5653290	5665044	5740996	5844748	7676873	7632251	9614576	9758469	11728758	13776002	18084555	24531387	45589083	1080561083	199892624	306348419	178668058	160630478
3990631	3978072	3964226	5935605	5936508	5734608	7615867	7687983	9638733	9727466	11833180	13636004	17698766	26013587	47871588	270701698	81509299	164201170	174445289	163754450
4007325	3921733	3892021	5754452	5759315	5809318	7608743	7656720	9671205	9666589	11454316	13899540	17503478	23415851	44636525	213224743	124906627	111684173	909065326	183999462
3876261	3880119	5770856	6102041	6110608	6003747	7934713	8258107	10450116	10275234	12612543	14942657	19189180	26310341	54251212	137917116	390228210	236137508	145380153	157926035
3985554	4132235	6275211	6238336	6178399	6261404	8189584	8183319	10187974	10150294	12485427	14997732	17583612	25728173	48839888	201473557	149518156	336559006	150865092	130857643
