// n = 100, k = 80, seed = 9527, # of sigma = 20, # of algorithms = 3
BCH5 SpecOrth logarithm	Newton Algorithm	Hybrid Algorithm
100	80	9527	20	3
0.1	0.2789473684210526	0.45789473684210524	0.6368421052631579	0.8157894736842105	0.9947368421052631	1.1736842105263159	1.3526315789473684	1.5315789473684212	1.7105263157894737	1.8894736842105264	2.068421052631579	2.2473684210526317	2.4263157894736844	2.6052631578947367	2.7842105263157895	2.963157894736842	3.142105263157895	3.3210526315789473	3.5

BCH5 SpecOrth logarithm
6118700	5947071	5953330	8884627	8916945	8940100	11720206	11829500	12062556	14959066	15134703	18363799	20953516	27514081	32822115	48891392	224746832	227772829	180678793	353106907
5782173	5796492	5845825	8755241	8601943	8562796	11386823	11466888	14518650	14571964	17540428	20959426	27207953	36782728	62310175	625575190	142464608	281123111	221882191	184517089
5763582	5759745	5741480	8581474	8555932	8824540	11577924	11609336	14619170	14736012	17662423	20602477	23484200	32928526	47506149	114765471	148417660	713933908	1127903286	260762874
5864902	5854267	5936323	8945869	9068113	8832445	11842249	12095505	12130965	15260367	18385093	21293406	27974115	36706858	70020389	407808073	196712161	133161489	267640055	418299718
5922394	5878812	5864523	8816359	8856502	8828737	11591727	11714660	11544780	14386641	17790070	21089389	24207034	33378686	48543549	133810944	101201743	357226797	203762041	363721879
5873448	5918898	5894193	8641206	8764815	8799950	11632011	11671479	11794340	14559089	17441729	17519380	23649766	29928378	42481015	97100775	216971495	506517918	295255212	157279941
5948297	5830350	5917591	8838216	9141036	9127154	12185459	12156814	12344417	15057768	18279694	21375738	24460937	30736591	45965158	118258325	191891561	185235188	615289822	269079922
5722029	5907915	5803848	8698054	8692275	9057618	11985488	12013779	12252680	14999928	15164852	18212196	21210451	27332818	36545022	88340219	253799068	107206368	355092619	790311581
6123302	6081403	6148412	9048775	9214247	9255359	12373349	12238256	12022378	14672929	15284954	18060980	21402639	24821431	33568790	52172795	160652493	185631499	632108238	200170397
6073888	6100825	6196270	9113439	9194722	9367688	12429331	12611492	12560225	15604274	18627343	21710701	24847034	34376918	50633048	165442354	830930544	666274686	681330918	775746008
5837562	5897236	6082467	9133431	8947401	8881632	11928011	11936290	15032309	15393884	18263164	21393574	26724242	42497341	95307126	135863487	831194443	171819197	202699482	185348304
5930294	5952554	5956475	8780446	8785640	8757007	11678178	11803241	11797697	14908954	17845559	21046511	24253787	33409425	51310665	155347873	118234014	327175004	185008199	350393733
6276400	6323997	6462511	9721824	9845258	9579339	12577035	12878164	12683286	16134375	19631482	22492823	26369816	35570700	59295934	264337981	181411242	622182055	258563870	477419266
5855694	5951879	6035526	8919710	8896275	8727213	11704727	11467437	14340846	14770728	17654293	20719430	23752636	29764960	44729401	101012619	324629038	160245819	126663968	115044547
6028685	6052561	6077802	9031850	9138078	9082884	11948076	11971170	12002183	15083037	17966777	21017538	24403372	33942922	52669545	182500644	150559300	225830377	184434194	134093449
6361749	6390383	6297127	9335489	9486746	9559422	12580635	12594834	12788060	15769297	18846308	22531598	25401404	32680521	48891567	106067004	535305705	159906010	419412863	831868726
5750478	5892765	6063083	9053662	8648040	8839669	11813650	11730940	12268730	15386090	18393259	18103839	24141855	31388709	41086728	72944468	178256133	139454915	654535657	775562497
