// n = 80, k = 40, seed = 9527, # of sigma = 20, # of algorithms = 3
BCH5 SpecOrth logarithm	Newton Algorithm	Hybrid Algorithm
80	40	9527	20	3
0.1	0.2789473684210526	0.45789473684210524	0.6368421052631579	0.8157894736842105	0.9947368421052631	1.1736842105263159	1.3526315789473684	1.5315789473684212	1.7105263157894737	1.8894736842105264	2.068421052631579	2.2473684210526317	2.4263157894736844	2.6052631578947367	2.7842105263157895	2.963157894736842	3.142105263157895	3.3210526315789473	3.5

BCH5 SpecOrth logarithm
4146990	4226002	6346761	6365024	6389225	8738562	8724030	10732568	10811764	13123828	15422179	19410042	27312059	61636193	189617764	368175861	667321231	366434597	140954042	469172268
4131350	4147423	6181425	6184846	6222269	8491968	8538731	10882400	10772959	12854544	16980606	21061704	33762099	102341511	79811789	156430594	814966463	430160653	633607754	200909042
4188180	4243980	6289540	6233280	6253025	8296670	8281642	8394375	10447698	12852071	15029543	19004655	25550401	43839579	515069708	147516676	269079625	309311192	194493966	334189839
4095351	4096591	6290174	6283986	6301880	8326558	8070561	8145669	10457766	12608462	14497438	16654493	23200066	43083614	636247272	82933407	509396878	496718075	199934323	112333946
4206650	4238800	6329648	6327236	6365753	8388415	8449555	8474161	10420168	12480523	14629278	17261533	23079728	33387506	111934902	112575467	79197155	112649674	173805750	861065762
4141583	4174343	6424369	6426079	6433017	8550913	8499238	8524583	10618579	12750658	14442392	19041571	29962365	79774969	235780415	238923415	205845206	190726600	86003680	191038663
4201196	4204524	6242303	6222893	6253160	8312969	8342962	8466841	10570010	12367889	14589886	18820409	27730950	66521937	91643724	433185168	150338995	166212836	176490264	248125577
4037348	4096401	6208234	6172607	6168962	8165741	8263637	8372847	10520287	12741563	12768632	16455959	20900824	27139882	61968860	152521729	102870721	530477240	208949939	181389629
4128810	4105757	6111983	6138840	6230482	8157334	8261819	8275901	10410104	12510562	14807343	19284476	30244202	80158487	177441607	214262925	167096629	170939915	192690743	142672873
4272134	4344275	6539797	6546385	6385441	8444864	8760520	10933844	10931451	13253871	14984279	19260270	28190394	99165747	110011867	210823536	121998798	105785014	410413169	316758996
4229259	4294361	6375051	6085876	6054973	8077622	8094110	8131798	10139672	12026420	14059592	16188599	20639019	36284299	81525943	227622920	260798656	384527419	241608755	130803615
4094291	4174462	6219552	6338299	6384400	8503243	8512518	8519509	10633246	12687750	14738158	16856521	21313810	34120423	123587359	135773547	102310735	128467838	108730249	284860545
4016612	4106434	6181839	6190335	6174183	8262471	8144672	10136336	10145103	12547695	14801224	18945448	25523787	50826084	120627065	1050250750	216785756	179766123	156949704	205365664
4305073	4310313	6460108	6233400	6250575	8282355	8331308	8371984	10373468	12727762	15044373	17118976	23262793	38814142	163220847	134770042	193446846	88186230	179830338	876789381
4123213	4075627	6104558	6121819	6158634	8294874	8310599	8288400	10368188	12452815	14491021	18688780	24795410	51418421	164240265	775735774	270963546	105709207	190029035	205156770
4037670	4069183	6039924	6068513	6162071	8210667	8177212	8240097	10275689	12427164	14430124	18537407	24735465	46842836	208003411	340158593	407642108	185386537	279832588	323995073
4170546	4230037	6302671	6336894	6373086	8589321	8745466	8764231	10881807	12988415	15077947	18694237	25073793	50351137	158430970	135520066	290214536	370099089	283449960	351889283
