// n = 100, k = 90, seed = 9527, # of sigma = 20, # of algorithms = 3
BCH5 SpecOrth logarithm	Newton Algorithm	Hybrid Algorithm
100	90	9527	20	3
0.1	0.2789473684210526	0.45789473684210524	0.6368421052631579	0.8157894736842105	0.9947368421052631	1.1736842105263159	1.3526315789473684	1.5315789473684212	1.7105263157894737	1.8894736842105264	2.068421052631579	2.2473684210526317	2.4263157894736844	2.6052631578947367	2.7842105263157895	2.963157894736842	3.142105263157895	3.3210526315789473	3.5

BCH5 SpecOrth logarithm
5700227	5740362	5749895	8528679	8508269	8564571	8591479	11463438	11431017	14201438	14283254	17268390	20778819	23744596	30694570	42258542	86602601	227826814	1095019345	144239391
5842169	5929469	5946516	8916407	8746764	8755360	11652825	11771890	11842790	15060298	18176717	20845249	23910095	32821837	51269666	147237182	119679788	298949633	608439478	253735278
5883501	6014129	6093519	8762511	8778032	9137077	9085597	11992498	11992153	15115351	14793077	17789533	21121825	26950046	33328963	52364030	144768458	108770576	137829725	159976608
5852514	6002345	6077333	8888666	8923344	8972446	9211575	12073321	12008959	15183532	15033632	18155921	21418639	23935234	31480170	43683759	109924241	769808124	182224140	223006674
5725090	5737748	5698089	8354578	8581061	8436227	8674660	11371271	11614376	14537613	14693013	17610672	20495213	23306738	29205716	44151414	96406776	188023310	485222380	448187300
5581653	5756968	5775218	8588262	8666503	8579792	8711232	11323179	11362727	14103941	14128448	17384495	19801096	22891323	31567411	48722525	200750509	195770128	191626756	257127773
5974868	6012906	6037839	8706791	8618285	8967634	11364327	11362070	11554857	14469753	14772484	17605116	21079482	23999209	33010468	54806989	266622974	1341656770	326614183	265972982
5644405	5871115	5954858	8683581	8713134	8718824	8818839	11714029	11852519	14869198	14880853	17988079	21062985	27500186	39123282	67484949	1245478282	93996834	108187018	270415247
5983116	6073425	6062558	8814348	9043586	9105398	9275609	11857741	12172814	12115019	15259469	15698173	19096911	22124090	25355392	31596754	48474872	150840678	271842432	329452355
5885920	5833788	6113641	8992249	8930868	8894008	11786805	11427447	11754654	14178188	14451316	17575331	20353822	26451552	33273019	57689549	544905711	176010099	215158127	160010720
5858739	5949178	5942906	8744242	8993869	9095928	11882222	11989926	11910981	14824221	18033255	21197168	25147570	30580854	47383982	108222934	246021936	215813345	105014757	126943137
5587616	5609658	5912867	8650534	8541925	8470094	11118099	11150876	11215550	14287265	14662120	17293855	20327755	27245226	35658681	58359683	246549426	184410016	495608875	157380429
6096628	6088981	5919527	8712043	8842685	8947870	8911910	11848613	12038392	14135324	14158655	17602005	20436277	24235236	33651582	49931486	177588905	274645657	152836717	254080458
5913545	6053309	6038366	8621581	8795854	8872002	8838467	11737443	12104843	15369933	14909087	17787748	21363966	25108926	32103091	53977385	144401617	150077379	101369331	115808001
5845790	6009961	6005459	8876788	9081276	9119485	8887450	12236019	11842008	14874930	15058757	18547068	21945087	24554380	30862412	48139975	89233535	320652760	362831932	191137295
5900774	6206345	6334104	9388792	9423116	9410986	12533183	12297698	12486747	15512303	18438294	19397861	24862387	28545372	38693057	65652752	265744348	143594824	364734493	627756096
5801906	5855779	6001111	8847864	8900740	8911472	9115808	11603250	11942302	11899399	14845042	17783894	18289027	21479259	27203008	36693052	63465181	116704216	188339901	331048020
