// n = 20, k = 10, seed = 9527, # of sigma = 20, # of algorithms = 3
BCH5 SpecOrth logarithm	Newton Algorithm	Hybrid Algorithm
20	10	9527	20	3
0.1	0.2789473684210526	0.45789473684210524	0.6368421052631579	0.8157894736842105	0.9947368421052631	1.1736842105263159	1.3526315789473684	1.5315789473684212	1.7105263157894737	1.8894736842105264	2.068421052631579	2.2473684210526317	2.4263157894736844	2.6052631578947367	2.7842105263157895	2.963157894736842	3.142105263157895	3.3210526315789473	3.5

BCH5 SpecOrth logarithm
235225	233903	323943	324738	340351	441635	447258	540317	641723	746355	867045	1190724	2639953	17472558	5215500	8446564	3798114	3214294	2752263	3334310
226473	225978	321948	325480	326059	425037	426329	427601	525159	623276	714454	827571	1130005	1544073	3409143	1615849	1148076	1226901	1234367	1334013
235028	236505	336184	341004	338049	340261	440232	443895	542660	550321	651192	747258	965683	1891104	3573788	3831438	3406038	4763800	3099580	2115348
231462	231134	331538	335680	336204	413345	413131	426024	536958	640684	738230	1052095	1580705	4655846	2863203	1404660	1810098	2833684	6576010	2623347
235420	241111	338382	335516	337481	340466	446628	447060	550569	658973	752945	872174	1198454	2322647	10418160	2519469	2123231	2535564	2228852	4596554
231971	233914	333104	341574	339215	336907	435978	441428	546160	633861	735645	851799	1060920	1862048	3418435	3219581	2860936	10680333	1807763	1166061
228856	230658	329054	331383	332192	426632	427973	429047	525899	624315	721733	843600	1264643	3226070	4705511	2909612	3436228	10958181	1953362	1836267
227803	229532	329362	328659	327101	423406	428564	527246	523751	616253	718430	1023143	1421689	2862597	8058978	1820518	1827620	2419680	5128911	3229001
239106	236302	342459	338741	345413	448049	442377	546243	556986	656620	761244	978450	1608680	3039144	4080292	2361226	2244817	3250022	1839686	1594484
244526	245418	356057	354748	356726	362489	465667	464700	582422	588989	696952	807255	1142243	1349667	3691562	6921909	2686744	6211785	2027644	1590532
233154	232790	231131	333829	331439	337208	435066	435723	536758	637661	741061	861933	1374346	2590492	27456838	4605893	3854372	4370226	4686598	4307337
243267	241928	350753	346892	348090	451244	454912	560374	562710	665461	885010	1318744	2351615	12151113	2379861	2379561	1804851	4739881	2814113	1882461
231071	228244	331185	335312	333601	433822	432561	536117	531238	627439	737845	946911	1362261	2163189	5316680	1905720	2072590	4351653	4862234	1680685
243853	243749	350312	352652	350624	467395	455148	456456	565394	671510	771787	851563	1061533	1545082	2592723	2900338	2136133	2025839	3144550	6159731
236687	239792	347684	348132	348724	454898	451159	451507	573885	668518	772936	1423756	2480256	16466879	3024714	3213776	4248097	4725208	2459788	2188783
229717	233888	335178	341213	338744	338907	436493	436943	536203	546747	637933	644220	873634	1180320	1694699	4082658	8993397	6128567	4902103	2561809
238441	242587	343687	349927	353188	450386	450858	558859	558678	661713	769257	895433	1113837	1627581	5897948	2705232	2639701	2741325	6821142	2307454
232187	238274	335051	339391	335267	441454	442318	538560	633453	735603	950704	1271781	2276176	3034738	1488047	1531403	1482414	1993106	3484580	2855823
231267	235312	334737	333649	338309	336755	435411	438027	536264	544284	649188	750523	966370	1284486	1987099	3995585	1847034	1400536	1681308	2093624
239475	236596	340528	342301	340319	441970	442358	453881	559847	659381	764197	878742	1306000	1824801	4174237	3198258	6730667	2613297	3414782	4508246
